geo_country,lat,geo_loc_str,long
United States,35.8298941,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County North Carolina USA",-75.5573988
Australia,-28.8439336,"Flat Rock, Yamba New South Wales AUSTRALIA",153.60310980000003
United States,32.786886,"Isle of Palms County Park, Isle of Palms, Charleston County South Carolina USA",-79.785866
United States,35.600383,"Rodanthe, Dare County North Carolina USA",-75.4655882
South Africa,-34.0839005,Buffels Bay near Knysna Western Cape Province SOUTH AFRICA,22.9729023
United States,30.2841224,"Jacksonville Beach, Duval County Florida USA",-81.3961338
South Africa,-34.0506405,"Lookout Beach, Plettenberg Bay Western Cape Province SOUTH AFRICA",23.3776047
United States,32.3585481,"South Beach, Hunting Island State Park, Beaufort County South Carolina USA",-80.45212159999998
Australia,-32.006204,Rottnest Island Western Australia AUSTRALIA,115.5123398
United States,35.3446699,"Avon, Hatteras Island, Outer Banks, Dare County North Carolina USA",-75.50476189999998
United States,34.4271121,Surf City North Carolina USA,-77.5460805
Australia,-34.9749188,Denmark Western Australia AUSTRALIA,117.3560796
United States,32.397200899999994,"St. Helena Island, Beaufort County South Carolina USA",-80.5549561
Thailand,,,
United States,29.1760933,Daytona Beach Shores Florida USA,-80.9828323
United States,33.916562299999995,"Oak Island, Brunswick County North Carolina USA",-78.16110599999998
United States,33.916562299999995,"Oak Island, Brunswick County North Carolina USA",-78.16110599999998
United States,32.8213379,Off San Diego California USA,-117.1526901
United States,33.8943393,"Ocean Isle, Brunswick County North Carolina USA",-78.426672
United States,28.337137100000003,"Lori Wilson Park, Cocoa Beach, Brevard  County Florida USA",-80.60946969999998
United States,26.1224386,Fort Lauderdale Florida USA,-80.13731740000001
Reunion,-20.9345016,Folette Le Port REUNION,55.30432279999999
United States,28.3200067,"Cocoa Beach, Brevard  County Florida USA",-80.6075513
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
French Polynesia,-14.9718122,Avatoru Pass Rangiroa FRENCH POLYNESIA,-147.6287354
United States,28.3200067,"Cocoa Beach, Brevard  County Florida USA",-80.6075513
United States,29.0258191,"New Smyrna Beach, Volusia County Florida USA",-80.9269984
United States,32.76323230000001,Sullivan's Island South Carolina USA,-79.8367511
Thailand,,,
United States,28.3200067,"Cocoa Beach, Brevard  County Florida USA",-80.6075513
Australia,-32.010831800000005,Saltwater Beach New South Wales AUSTRALIA,152.5628989
South Africa,-31.6287512,Port St. John's Eastern Cape Province SOUTH AFRICA,29.5368709
United States,20.618084,Kanahena Cove  Hawaii USA,-156.43751799999995
United States,25.9354415,"Resident's Beach, Marco Island Florida USA",-81.7331861
Australia,-34.9141667,Fishery Bay South Australia AUSTRALIA,135.6861111
Australia,-28.6337328,"Belongil Beach, Byron Bay New South Wales AUSTRALIA",153.6003455
United States,25.027335600000004,"Florida Keys, Monroe County Florida USA",-81.5357506
Reunion,-21.0354528,Cap Homard Saint-Gilles-les-Bains REUNION,55.2217779
United States,26.8734701,"3 miles off Jupiter, Palm Beach County Florida USA",-80.0743038
Australia,-35.8043718,McKenzies Beach New South Wales AUSTRALIA,150.226363
Thailand,,,
Brazil,-8.0254849,"Praia del Chifre, Olinda Pernambuco BRAZIL",-34.8575417
South Africa,-32.904325,Yellow Sands Point Eastern Cape Province SOUTH AFRICA,28.074338
Thailand,,,
United States,19.9922847,Hapuna Beach Hawaii USA,-155.8256923
French Polynesia,-16.49575,Anau Bora Bora FRENCH POLYNESIA,-151.729004
Australia,-28.6322394,"Julian Rocks, Byron Bay New South Wales AUSTRALIA",153.5863264
Mexico,23.2494148,Mazlatan Sinaloa MEXICO,-106.4111425
,,"Tupapati, Hikueru Atoll Central Tuamotu FRENCH POLYNESIA",
Thailand,,,
,,Ravine Mula d’Étang-Salé REUNION,
Australia,-33.3699595,Shelly Beach New South Wales AUSTRALIA,151.4858695
Australia,-28.71036,"Seven Mile Beach, Byron Bay New South Wales AUSTRALIA",153.61683190000005
Australia,-32.9465493,Mereweather Beach New South Wales AUSTRALIA,151.7599466
Australia,-27.9880912,"Nerang River, Surfer's  Paradise Queensland AUSTRALIA",153.4198466
United States,20.8783333,Lahaina Hawaii USA,-156.6825
Australia,-28.8439336,Flat Rock New South Wales AUSTRALIA,153.60310980000003
